"","POSITION_X","POSITION_Y"
"1",18.358,15.543
"2",8.977,24.43
"3",11.707,28.591
"4",16.658,31.755
"5",15.892,32.209
"6",18.323,32.225
"7",15.778,32.778
"8",11.154,33.056
"9",14.912,33.036
"10",17.533,33.053
"11",19.365,33.058
"12",11.032,33.659
"13",10.927,32.015
"14",17.408,31.959
"15",14.747,33.603
"16",20.179,34.364
"17",10.94,34.941
"18",17.372,34.691
"19",10.91,35.007
"20",18.665,35.219
"21",19.553,35.211
"22",10.725,35.693
"23",19.44,39.485
"24",20.184,39.969
"25",12.592,40.178
"26",15.002,41.233
"27",18.935,41.263
"28",12.39,41.861
"29",18.321,42.125
"30",14.006,42.87
"31",16.718,42.924
"32",19.459,45.544
"33",9.793,59.477
"34",17.439,61.164
"35",18.839,55.233
"36",4.825,55.53
"37",16.189,62.727
"38",18.255,64.498
"39",18.063,66.056
"40",7.501,68.035
"41",8.917,69.015
"42",16.437,68.896
"43",17.278,69.98
"44",18.242,70.799
"45",12.673,73.407
"46",9.652,75.892
"47",10.956,77.423
"48",3.431,78.473
"49",19.027,80.008
"50",8.8,81.76
"51",25.332,17.959
"52",36.607,18.436
"53",24.681,19.373
"54",33.919,23.723
"55",39.91,32.407
"56",34.256,32.968
"57",27.108,33.297
"58",25.348,35.789
"59",20.564,35.897
"60",29.956,35.929
"61",33.873,35.992
"62",32.464,36.623
"63",20.481,36.982
"64",20.793,38.513
"65",27.031,39.37
"66",28.931,42.159
"67",29.582,42.892
"68",24.971,46.374
"69",20.99,50.669
"70",31.881,52.073
"71",30.223,54.227
"72",30.419,54.728
"73",36.556,49.402
"74",38.039,50.529
"75",24.716,55.006
"76",26.378,56.209
"77",28.918,58.951
"78",20.46,59.632
"79",34.156,56.527
"80",28.957,56.606
"81",34.173,59.746
"82",38.636,59.676
"83",21.42,61.023
"84",39.018,60.936
"85",19.217,25.101
"86",8,26.438
"87",32.754,62.351
"88",31.015,64.1
"89",21.052,64.618
"90",24.158,65.696
"91",36.667,68.159
"92",33.326,68.505
"93",40.563,71.199
"94",24.487,72.155
"95",33.967,72.823
"96",21.005,73.07
"97",31.46,70.285
"98",25.954,71.05
"99",38.686,75.434
"100",37.452,75.694
"101",39.732,75.722
"102",40.297,75.984
"103",35.279,77.089
"104",32.935,78.005
"105",35.491,76.16
"106",34.308,76.854
"107",34.67,78.225
"108",33.581,80.144
"109",24.48,81.76
"110",25.28,81.76
"111",39.674,80.702
"112",23.2,81.76
"113",26.24,81.76
"114",58.867,0.882
"115",55.861,9.74
"116",45.159,10.365
"117",50.525,8.536
"118",46.454,8.982
"119",47.006,11.928
"120",58.527,12.971
"121",50.022,15.27
"122",44.162,15.585
"123",52.227,19.719
"124",58.852,22.1
"125",47.354,24.058
"126",41.37,24.769
"127",47.901,32.46
"128",49.121,33.82
"129",53.216,24.92
"130",51.952,26.605
"131",60.364,32.04
"132",61.107,31.955
"133",44.286,35.08
"134",46.977,34.967
"135",42.726,34.624
"136",57.194,34.948
"137",50.145,35.227
"138",55.621,36.296
"139",46.473,36.473
"140",41.142,37.66
"141",59.327,37.787
"142",49.498,39.174
"143",50.579,40.578
"144",50.377,41.054
"145",43.899,41.471
"146",46.272,42.591
"147",47.702,47.995
"148",49.153,48.133
"149",44.596,42.882
"150",48.343,42.844
"151",44.766,48.976
"152",50.281,49.409
"153",43.863,49.602
"154",56.264,53.205
"155",42.684,53.584
"156",57.037,54.441
"157",41.336,54.524
"158",44.316,54.748
"159",60.527,55.041
"160",46.527,56.635
"161",52.252,57.26
"162",46.629,58.586
"163",50.38,60.03
"164",60.411,61.84
"165",59.814,62.587
"166",42.906,63.138
"167",41.02,63.573
"168",58.106,64.297
"169",59.968,65.797
"170",45.809,68.176
"171",49.289,72.995
"172",48.881,73.29
"173",47.634,73.706
"174",50.514,73.824
"175",51.649,73.875
"176",46.127,74.633
"177",52.331,74.897
"178",61.255,75.939
"179",52.429,76.365
"180",52.111,77.627
"181",44.684,78.558
"182",50.585,79.289
"183",51.533,79.364
"184",49.684,79.581
"185",42.72,81.76
"186",44,81.76
"187",44.64,81.76
"188",45.6,81.76
"189",47.2,81.76
"190",49.12,81.76
"191",65.532,3.649
"192",80.869,7.142
"193",80.332,9.154
"194",80.6,12.822
"195",72.921,15.157
"196",74.657,20.548
"197",73.46,20.826
"198",66.381,21.62
"199",66.794,23.74
"200",72.445,27.696
"201",71.468,30.957
"202",67.795,33.577
"203",69.373,36.467
"204",80.309,38.189
"205",75.647,45.136
"206",72.482,45.291
"207",69.92,46.557
"208",69.176,48.525
"209",73.986,50.29
"210",69.201,51.759
"211",74.693,53.679
"212",70.594,55.251
"213",63.34,62.227
"214",63.182,72.36
"215",62.627,74.89
