img_index,x,y
0.0,394.06228590011597,13.725142121315002
0.0,382.8294999599457,22.336256742477417
0.0,399.18550658226013,21.32588493824005
0.0,416.4148964583874,25.581175327301025
0.0,397.39609956741333,33.16017305850983
0.0,322.33886098861694,37.93126344680786
0.0,286.3884482383728,46.855000495910645
0.0,321.0884870290756,44.87522554397583
0.0,348.1147129535675,45.23856520652771
0.0,264.6331156492233,51.05521297454834
0.0,282.6182372570038,48.72409379482269
0.0,501.7366532087326,49.93028795719147
0.0,276.7485114336014,54.67931652069092
0.0,280.8090291619301,52.817916095256805
0.0,315.0634717941284,53.39960849285126
0.0,373.63334679603577,53.46635687351227
0.0,345.50024235248566,62.63145065307617
0.0,273.92152285575867,64.81152302026749
0.0,288.51696038246155,66.73843216896057
0.0,310.7633137702942,66.51392531394958
0.0,454.4133732318878,66.22510361671448
0.0,273.371120095253,70.6310567855835
0.0,345.9247214794159,69.43022191524506
0.0,485.483615398407,72.16974893212318
0.0,501.2355054616928,75.43997645378113
0.0,276.822059571743,78.61939001083374
0.0,319.2034499645233,76.15229517221451
0.0,323.0258319377899,82.1727786064148
0.0,347.1065626144409,80.22121784090996
0.0,466.30007553100586,81.49785792827606
0.0,275.15640687942505,90.57155227661133
0.0,354.56009697914124,89.36866343021393
0.0,357.2332088947296,90.89534258842468
0.0,117.77916347980499,95.24907493591309
0.0,273.7637984752655,93.52045178413391
0.0,455.3944571018219,95.23299503326416
0.0,129.41883301734924,97.8805228471756
0.0,306.8138029575348,96.83819156885147
0.0,207.45529508590698,103.37484788894653
0.0,301.711522936821,101.78055691719055
0.0,186.87737488746643,106.58625102043152
0.0,161.3627529144287,111.41927027702332
0.0,181.05846774578094,110.05930137634277
0.0,225.95509350299835,109.92181348800659
0.0,228.88689017295837,114.37946915626526
0.0,149.55686962604523,119.43522429466248
0.0,152.89011824131012,122.84296894073486
0.0,112.5738690495491,126.67685627937317
0.0,461.3935444355011,130.4821960926056
0.0,416.2789698243141,132.72288537025452
0.0,463.51948046684265,133.79296398162842
0.0,113.66956150531769,137.79390704631805
0.0,430.119770526886,138.2240505218506
0.0,105.57388591766357,143.29199695587158
0.0,189.46233332157135,140.47765451669693
0.0,210.76644682884216,141.3515487909317
0.0,201.5601065158844,147.2916100025177
0.0,335.417085647583,145.7774246931076
0.0,369.3278648853302,145.8323311805725
0.0,418.4650239944458,145.79186582565308
0.0,77.82066071033478,154.1691014766693
0.0,103.0684723854065,155.08722186088562
0.0,257.99309146404266,152.8039945960045
0.0,326.3487992286682,154.35087060928345
0.0,80.52846109867096,157.32936370372772
0.0,486.1078164577484,157.07463943958282
0.0,101.1322865486145,162.91214179992676
0.0,208.96150475740433,161.32600057125092
0.0,219.25719952583313,161.29674208164215
0.0,117.60649633407593,165.76385056972504
0.0,220.43665859103203,165.5640184879303
0.0,366.24219250679016,167.08996963500977
0.0,370.2889201641083,166.72447657585144
0.0,474.58637142181396,165.16592586040497
0.0,323.1426842212677,170.85174226760864
0.0,325.8206273317337,169.4605141878128
0.0,46.19994616508484,172.9590002298355
0.0,450.17436504364014,173.9743001461029
0.0,440.4475599825382,190.96971106529236
0.0,345.6581835746765,194.85608553886414
0.0,302.3447916507721,198.7556447982788
0.0,333.69427502155304,198.9742124080658
0.0,476.54921424388885,197.16912722587585
0.0,72.66259425878525,200.8799263238907
0.0,297.973837018013,201.8578941822052
0.0,304.7613460421562,202.335773229599
0.0,381.8495411872864,203.2559802532196
0.0,387.0657184123993,200.96328628063202
0.0,449.78377294540405,202.26224875450134
0.0,465.1237083673477,202.00945711135864
0.0,468.31989133358,202.17803502082825
0.0,68.87965035438538,206.7097933292389
0.0,254.36073088645935,206.57664155960083
0.0,282.5239384174347,206.29759097099304
0.0,509.36944830417633,204.62984228134155
0.0,108.75199019908905,209.685777425766
0.0,114.08707427978516,211.0041434764862
0.0,171.15550446510315,209.8745141029358
0.0,397.890966296196,210.55188512802124
0.0,425.67108142375946,209.9447066783905
0.0,508.5701849460602,210.51870489120483
0.0,117.99983811378479,212.48995220661163
0.0,270.219927072525,218.63294386863708
0.0,296.3756674826145,218.9652078151703
0.0,361.5050804615021,222.33402156829834
0.0,364.66156727075577,220.69152629375458
0.0,499.2625353336334,222.63012433052063
0.0,122.47309279441833,225.6487753391266
0.0,158.48236513137817,225.79090571403503
0.0,185.9704954624176,224.7915871143341
0.0,205.28318905830383,227.1507179737091
0.0,213.93928360939026,225.66264390945435
